word1	word2	word1(sense)	word2(sense)	POS	mean	sd	type
농사	보리농사	농사001	보리농사001	명사	4.09	1.13	하위어
농사	상작	농사001	상작001	명사	3.47	1.26	하위어
농사	소농	농사001	소농001	명사	3.71	1.08	하위어
농사	소작	농사001	소작001	명사	3.67	1.17	하위어
농사	수예	농사001	수예002	명사	3.71	1.21	하위어
농사	수전작	농사001	수전작001	명사	3.59	1.14	하위어
농사	식예	농사001	식예001	명사	3.66	1.17	하위어
농사	식종	농사001	식종001	명사	3.63	1.15	하위어
농사	쌀농사	농사001	쌀농사001	명사	4.07	1.02	하위어
농사	자작	농사001	자작007	명사	3.81	1.1	하위어
농사	자주	농사001	자주007	명사	3.75	1.16	하위어
농사	재배	농사001	재배004	명사	3.65	1.09	하위어
농사	전작	농사001	전작001	명사	3.42	1.12	하위어
농사	채묘	농사001	채묘001	명사	3.67	1.09	하위어
농사	채종	농사001	채종001	명사	3.42	1.26	하위어
농사	평년작	농사001	평년작001	명사	3.6	1.18	하위어
농사	평작	농사001	평작002	명사	3.79	1.06	하위어
농사	풍년작	농사001	풍년작001	명사	3.74	1.15	하위어
농사	풍작	농사001	풍작001	명사	3.6	1.11	하위어
농사	헛농사	농사001	헛농사001	명사	3.67	1.14	하위어
농사	호농	농사001	호농001	명사	3.24	1.29	하위어
농사	후작	농사001	후작004	명사	3.74	1.17	하위어
농사	흉작	농사001	흉작001	명사	3.8	1.11	하위어
농사	겸업농가	농사003	겸업농가001	명사	3.69	1.1	하위어
농사	대농	농사003	대농002	명사	3.76	1.12	하위어
농사	대농가	농사003	대농가001	명사	3.66	1.2	하위어
농사	부농	농사003	부농001	명사	3.6	1.2	하위어
농사	부농가	농사003	부농가001	명사	3.62	1.18	하위어
농사	비전업농가	농사003	비전업농가001	명사	3.49	1.28	하위어
농사	빈농	농사003	빈농001	명사	3.5	1.25	하위어
농사	소농	농사003	소농001	명사	3.73	1.12	하위어
농사	소농가	농사003	소농가001	명사	3.76	1.17	하위어
농사	전업농	농사003	전업농001	명사	3.81	1.08	하위어
농사	전업농가	농사003	전업농가001	명사	3.7	1.12	하위어
농사	중농	농사003	중농001	명사	3.55	1.21	하위어
농사	중농가	농사003	중농가001	명사	3.65	1.22	하위어
농사법	두그루부치기	농사법001	두그루부치기001	명사	3.75	1.15	하위어
농사법	두그루심기	농사법001	두그루심기001	명사	3.77	1.15	하위어
농사법	양그루	농사법001	양그루001	명사	3.85	1.11	하위어
농사법	양글	농사법001	양글002	명사	3.84	1.15	하위어
농사법	양모작	농사법001	양모작001	명사	3.75	1.18	하위어
농사법	이기작	농사법001	이기작001	명사	3.78	1.16	하위어
농사법	일모작	농사법001	일모작001	명사	3.82	1.1	하위어
농사아비	경작자	농사아비001	경작자001	명사	3.51	1.27	하위어
농사아비	노포	농사아비001	노포001	명사	3.63	1.18	하위어
농사일	갈갈이	농사일001	갈갈이001	명사	3.57	1.25	하위어
농사일	갈이	농사일001	갈이003	명사	3.53	1.28	하위어
농사일	개상질	농사일001	개상질001	명사	3.56	1.18	하위어
농사일	거름주기	농사일001	거름주기001	명사	3.96	1.02	하위어
농사일	건삶이	농사일001	건삶이001	명사	3.69	1.2	하위어
농사일	경누	농사일001	경누001	명사	3.69	1.2	하위어
농사일	경운	농사일001	경운001	명사	3.72	1.24	하위어
농사일	논갈이	농사일001	논갈이001	명사	3.92	1.09	하위어
농사일	누경	농사일001	누경002	명사	3.83	1.05	하위어
농사일	도식	농사일001	도식013	명사	3.65	1.14	하위어
농사일	때기	농사일001	때기001	명사	3.78	1.15	하위어
농사일	모심기	농사일001	모심기001	명사	4	1.14	하위어
농사일	못자리	농사일001	못자리002	명사	3.75	1.1	하위어
농사일	시비	농사일001	시비004	명사	3.73	1.14	하위어
농사일	식부	농사일001	식부003	명사	3.66	1.17	하위어
농사일	우경	농사일001	우경001	명사	3.89	1.11	하위어
농사일	이앙	농사일001	이앙001	명사	3.98	1.08	하위어
농사일	태질	농사일001	태질002	명사	3.93	1.05	하위어
농사처	기지	농사처001	기지001	명사	3.73	1.13	하위어
농사처	논	농사처001	논001	명사	3.58	1.24	하위어
농사처	답	농사처001	답002	명사	3.63	1.21	하위어
농사처	밭	농사처001	밭001	명사	3.66	1.21	하위어
농사처	비토	농사처001	비토001	명사	3.48	1.29	하위어
농사처	옥토	농사처001	옥토003	명사	3.49	1.23	하위어
농사처	육전	농사처001	육전005	명사	3.72	1.11	하위어
농사처	적지	농사처001	적지001	명사	3.4	1.16	하위어
농사처	전	농사처001	전005	명사	3.62	1.14	하위어
농사처	한전	농사처001	한전001	명사	3.64	1.09	하위어
농사처	한지	농사처001	한지004	명사	3.68	1.1	하위어
농사터	기지	농사터001	기지001	명사	3.77	1.07	하위어
농사터	논	농사터001	논001	명사	3.64	1.21	하위어
농사터	답	농사터001	답002	명사	3.57	1.18	하위어
농사터	밭	농사터001	밭001	명사	3.68	1.22	하위어
농사터	비토	농사터001	비토001	명사	3.8	1.11	하위어
농사터	옥토	농사터001	옥토003	명사	3.61	1.16	하위어
농사터	육전	농사터001	육전005	명사	3.76	1.12	하위어
농사터	적지	농사터001	적지001	명사	3.35	1.24	하위어
농사터	전	농사터001	전005	명사	3.85	1.08	하위어
농사터	한전	농사터001	한전001	명사	3.78	1.16	하위어
농사터	한지	농사터001	한지004	명사	3.75	1.19	하위어
농산업	고랭지농업	농산업001	고랭지농업001	명사	3.89	1.09	하위어
농산업	무농약농업	농산업001	무농약농업001	명사	3.76	1.09	하위어
농산업	반농	농산업001	반농001	명사	3.49	1.11	하위어
농산업	원예농	농산업001	원예농001	명사	3.93	1.13	하위어
농산업	원예농업	농산업001	원예농업001	명사	3.88	1.04	하위어
농산업	유기농	농산업001	유기농002	명사	3.69	1.19	하위어
농산업	유기농업	농산업001	유기농업001	명사	3.83	0.99	하위어
농산업	한랭지농업	농산업001	한랭지농업001	명사	3.98	1.11	하위어
농삿집	겸업농가	농삿집001	겸업농가001	명사	3.43	1.15	하위어
농삿집	대농	농삿집001	대농002	명사	3.5	1.3	하위어
농삿집	대농가	농삿집001	대농가001	명사	3.88	1.13	하위어
농삿집	부농	농삿집001	부농001	명사	3.59	1.21	하위어
농삿집	부농가	농삿집001	부농가001	명사	3.63	1.2	하위어
농삿집	비전업농가	농삿집001	비전업농가001	명사	3.81	1.2	하위어
농삿집	빈농	농삿집001	빈농001	명사	3.52	1.27	하위어
농삿집	소농	농삿집001	소농001	명사	3.67	1.13	하위어
농삿집	소농가	농삿집001	소농가001	명사	3.58	1.15	하위어
농삿집	전업농	농삿집001	전업농001	명사	3.52	1.22	하위어
농삿집	전업농가	농삿집001	전업농가001	명사	3.75	1.11	하위어
농삿집	중농	농삿집001	중농001	명사	3.43	1.17	하위어
농삿집	중농가	농삿집001	중농가001	명사	3.57	1.21	하위어
농약	디디	농약001	디디002	명사	3.71	1.19	하위어
농약	살균제	농약001	살균제001	명사	3.56	1.22	하위어
농약	살초제	농약001	살초제001	명사	3.87	1.06	하위어
농약	살충제	농약001	살충제001	명사	3.76	1.2	하위어
농약	생장촉진제	농약001	생장촉진제001	명사	3.43	1.38	하위어
농약	제초제	농약001	제초제001	명사	3.98	1.09	하위어
농양	농포	농양001	농포003	명사	3.46	1.11	하위어
농업	고랭지농업	농업001	고랭지농업001	명사	3.91	1	하위어
농업	무농약농업	농업001	무농약농업001	명사	4.12	0.96	하위어
농업	반농	농업001	반농001	명사	3.74	1.06	하위어
농업	원예농	농업001	원예농001	명사	4.1	1	하위어
농업	원예농업	농업001	원예농업001	명사	3.99	1.04	하위어
농업	유기농	농업001	유기농002	명사	3.81	1.04	하위어
농업	유기농업	농업001	유기농업001	명사	4.1	0.98	하위어
농업	한랭지농업	농업001	한랭지농업001	명사	4	1.05	하위어
농요	농부가	농요001	농부가001	명사	4.02	1	하위어
농요	메나리	농요001	메나리001	명사	4	1.02	하위어
농요	미나리	농요001	미나리002	명사	3.72	1.19	하위어
농요	산유가	농요001	산유가001	명사	3.65	1.1	하위어
농요	산유화	농요001	산유화002	명사	3.54	1.18	하위어
농요	산유화가	농요001	산유화가001	명사	3.73	1.16	하위어
농요	옹헤야	농요001	옹헤야001	명사	4	1.01	하위어
농요	호미타령	농요001	호미타령001	명사	3.83	1.12	하위어
농인	농노	농인001	농노001	명사	3.51	1.25	하위어
농인	대농	농인001	대농002	명사	4	1.01	하위어
농인	백정	농인001	백정002	명사	3.72	1.2	하위어
농인	부농	농인001	부농001	명사	3.78	1.14	하위어
농인	빈농	농인001	빈농001	명사	3.87	1.08	하위어
농인	빈농	농인001	빈농002	명사	3.79	1.08	하위어
농인	소농	농인001	소농001	명사	3.94	1.06	하위어
농인	예농	농인001	예농001	명사	3.7	1.16	하위어
농인	자농	농인001	자농001	명사	3.61	1.22	하위어
농인	자작농	농인001	자작농001	명사	3.81	1.1	하위어
농인	전갑	농인001	전갑004	명사	3.5	1.09	하위어
농인	전객	농인001	전객001	명사	3.65	1.19	하위어
농인	전농	농인001	전농003	명사	3.9	1.08	하위어
농인	전민	농인001	전민004	명사	3.89	1.07	하위어
농인	전부	농인001	전부007	명사	3.83	1.08	하위어
농인	전인	농인001	전인004	명사	3.79	1.07	하위어
농인	전정	농인001	전정004	명사	3.93	1.03	하위어
농인	전호	농인001	전호004	명사	3.63	1.19	하위어
농인	중농	농인001	중농001	명사	3.89	1.08	하위어
농작	경가	농작001	경가001	명사	3.73	1.11	하위어
농작	경농	농작001	경농001	명사	3.65	1.12	하위어
농작	구황작물	농작002	구황작물001	명사	3.76	1.11	하위어
농작	남새	농작002	남새001	명사	3.16	1.31	하위어
농작	밭작물	농작002	밭작물001	명사	3.7	1.14	하위어
농작	보통작물	농작002	보통작물001	명사	3.72	1.08	하위어
농작	비황작물	농작002	비황작물001	명사	3.81	1.07	하위어
농작	수확물	농작002	수확물001	명사	3.61	1.17	하위어
농작	식용작물	농작002	식용작물001	명사	3.78	1.07	하위어
농작	앞그루	농작002	앞그루001	명사	3.39	1.18	하위어
농작	야채	농작002	야채002	명사	3.37	1.26	하위어
농작	원두	농작002	원두003	명사	3.16	1.31	하위어
농작	채소	농작002	채소001	명사	3.71	1.14	하위어
농작	특용작물	농작002	특용작물001	명사	3.6	1.16	하위어
농작물	구황작물	농작물001	구황작물001	명사	3.83	1.09	하위어
농작물	남새	농작물001	남새001	명사	3.32	1.22	하위어
농작물	밭작물	농작물001	밭작물001	명사	3.78	1.18	하위어
농작물	보통작물	농작물001	보통작물001	명사	3.77	1.08	하위어
농작물	비황작물	농작물001	비황작물001	명사	3.93	1	하위어
농작물	수확물	농작물001	수확물001	명사	3.79	1.14	하위어
농작물	식용작물	농작물001	식용작물001	명사	3.86	1.11	하위어
농작물	앞그루	농작물001	앞그루001	명사	3.35	1.3	하위어
농작물	원두	농작물001	원두003	명사	3.56	1.23	하위어
농작물	특용작물	농작물001	특용작물001	명사	4.01	1.01	하위어
농제	농신제	농제002	농신제001	명사	3.59	1.2	하위어
농제	용신제	농제002	용신제001	명사	3.75	1.18	하위어
농제	칠석고사	농제002	칠석고사001	명사	3.55	1.29	하위어
농지	기지	농지001	기지001	명사	3.74	1.19	하위어
농지	논	농지001	논001	명사	3.76	1.16	하위어
농지	답	농지001	답002	명사	3.68	1.14	하위어
농지	밭	농지001	밭001	명사	3.86	1.11	하위어
농지	비토	농지001	비토001	명사	3.78	1.16	하위어
농지	옥토	농지001	옥토003	명사	3.7	1.17	하위어
농지	육전	농지001	육전005	명사	3.83	1.1	하위어
농지	적지	농지001	적지001	명사	3.39	1.18	하위어
농지	전	농지001	전005	명사	3.89	1.08	하위어
농지	한전	농지001	한전001	명사	3.66	1.13	하위어
농지	한지	농지001	한지004	명사	3.55	1.27	하위어
농처	기지	농처001	기지001	명사	3.77	1.18	하위어
농처	논	농처001	논001	명사	3.84	1.12	하위어
농처	답	농처001	답002	명사	3.64	1.13	하위어
농처	밭	농처001	밭001	명사	3.88	1.11	하위어
농처	옥토	농처001	옥토003	명사	3.73	1.19	하위어
농처	육전	농처001	육전005	명사	3.88	1	하위어
농처	적지	농처001	적지001	명사	3.57	1.13	하위어
농처	전	농처001	전005	명사	3.76	1.19	하위어
농처	한전	농처001	한전001	명사	3.65	1.15	하위어
농처	한지	농처001	한지004	명사	3.86	1.08	하위어
농터	기지	농터001	기지001	명사	3.61	1.14	하위어
농터	논	농터001	논001	명사	3.49	1.19	하위어
농터	답	농터001	답002	명사	3.62	1.18	하위어
농터	밭	농터001	밭001	명사	3.57	1.17	하위어
농터	비토	농터001	비토001	명사	3.76	1.08	하위어
농터	옥토	농터001	옥토003	명사	3.39	1.29	하위어
농터	육전	농터001	육전005	명사	3.66	1.15	하위어
농터	적지	농터001	적지001	명사	3.17	1.19	하위어
농터	전	농터001	전005	명사	3.76	1.12	하위어
농터	한전	농터001	한전001	명사	3.57	1.15	하위어
농터	한지	농터001	한지004	명사	3.72	1.11	하위어
농토	기지	농토001	기지001	명사	3.53	1.06	하위어
농토	논	농토001	논001	명사	3.67	1.16	하위어
농토	답	농토001	답002	명사	3.71	1.17	하위어
농토	밭	농토001	밭001	명사	3.88	1.04	하위어
농토	비토	농토001	비토001	명사	3.59	1.12	하위어
농토	옥토	농토001	옥토003	명사	3.8	1.14	하위어
농토	육전	농토001	육전005	명사	3.68	1.18	하위어
농토	적지	농토001	적지001	명사	3.4	1.17	하위어
농토	전	농토001	전005	명사	3.91	1.06	하위어
농토	한전	농토001	한전001	명사	3.65	1.14	하위어
농토	한지	농토001	한지004	명사	3.66	1.2	하위어
농토한	농노	농토한001	농노001	명사	3.43	1.29	하위어
농토한	대농	농토한001	대농002	명사	3.58	1.2	하위어
농토한	백정	농토한001	백정002	명사	3.71	1.17	하위어
농토한	부농	농토한001	부농001	명사	3.57	1.25	하위어
농토한	빈농	농토한001	빈농001	명사	3.59	1.24	하위어
농토한	빈농	농토한001	빈농002	명사	3.69	1.11	하위어
농토한	소농	농토한001	소농001	명사	3.73	1.12	하위어
농토한	예농	농토한001	예농001	명사	3.61	1.13	하위어
농토한	자농	농토한001	자농001	명사	3.72	1.11	하위어
농토한	자작농	농토한001	자작농001	명사	3.62	1.2	하위어
농토한	전갑	농토한001	전갑004	명사	3.63	1.15	하위어
농토한	전객	농토한001	전객001	명사	3.55	1.15	하위어
농토한	전농	농토한001	전농003	명사	3.78	1.17	하위어
농토한	전민	농토한001	전민004	명사	3.59	1.17	하위어
농토한	전부	농토한001	전부007	명사	3.83	1.09	하위어
농토한	전인	농토한001	전인004	명사	3.75	1.12	하위어
농토한	전정	농토한001	전정004	명사	3.45	1.19	하위어
농토한	전호	농토한001	전호004	명사	3.67	1.08	하위어
농토한	중농	농토한001	중농001	명사	3.47	1.23	하위어
농필	곡필	농필003	곡필001	명사	3.48	1.19	하위어
농형	풍년	농형001	풍년001	명사	3.34	1.19	하위어
농형	풍작	농형001	풍작001	명사	3.3	1.28	하위어
농형	흉년	농형001	흉년001	명사	3.28	1.18	하위어
농형	흉작	농형001	흉작001	명사	3.31	1.22	하위어
농황	풍년	농황001	풍년001	명사	3.63	1.19	하위어
농황	풍작	농황001	풍작001	명사	3.74	1.24	하위어
농황	흉년	농황001	흉년001	명사	3.66	1.18	하위어
농황	흉작	농황001	흉작001	명사	3.75	1.13	하위어
높낮이	고하	높낮이001	고하004	명사	3.17	1.29	하위어
높낮이	고하	높낮이001	고하005	명사	3.23	1.32	하위어
높낮이	고헐	높낮이001	고헐002	명사	3.33	1.23	하위어
높낮이	성조	높낮이001	성조019	명사	3.65	1.17	하위어
높낮이	음고	높낮이001	음고001	명사	3.69	1.16	하위어
높낮이	음높이	높낮이001	음높이001	명사	3.64	1.16	하위어
높이	고도	높이001	고도009	명사	3.7	1.13	하위어
높이	등신	높이001	등신001	명사	3.22	1.3	하위어
높이	만수위	높이001	만수위001	명사	3.61	1.21	하위어
높이	수고	높이001	수고011	명사	3.23	1.32	하위어
높이	수위	높이001	수위001	명사	3.52	1.31	하위어
높이	억장	높이001	억장001	명사	3.25	1.28	하위어
높이	운두	높이001	운두001	명사	3.27	1.24	하위어
높이	조위	높이001	조위007	명사	3.29	1.24	하위어
높이	파고	높이001	파고001	명사	3.61	1.07	하위어
높이	표고	높이001	표고002	명사	3.36	1.3	하위어
높이	해발	높이001	해발003	명사	3.73	1.19	하위어
높이뛰기	봉고도	높이뛰기001	봉고도001	명사	3.69	1.09	하위어
높이뛰기	장대높이뛰기	높이뛰기001	장대높이뛰기001	명사	3.91	1.2	하위어
높임	극존칭	높임001	극존칭001	명사	3.85	1.03	하위어
높임	아주높임	높임001	아주높임001	명사	3.84	1.08	하위어
높임	예사높임	높임001	예사높임001	명사	3.84	1.13	하위어
높임	최존칭	높임001	최존칭001	명사	3.68	1.13	하위어
높임말	감찰	높임말001	감찰005	명사	3.58	1.2	하위어
높임말	귀중	높임말001	귀중001	명사	3.35	1.22	하위어
높임법	객체높임법	높임법001	객체높임법001	명사	3.83	1.06	하위어
높임법	겸양법	높임법001	겸양법001	명사	3.67	1.18	하위어
높임법	공손법	높임법001	공손법001	명사	3.67	1.16	하위어
높임법	들을이높임법	높임법001	들을이높임법001	명사	3.88	1.08	하위어
높임법	상대높임법	높임법001	상대높임법001	명사	3.86	1.04	하위어
높임법	상대존대법	높임법001	상대존대법001	명사	3.78	1.13	하위어
높임법	존경법	높임법001	존경법001	명사	3.73	1.13	하위어
높임법	존비법	높임법001	존비법001	명사	3.95	1.03	하위어
높임법	주체경어법	높임법001	주체경어법001	명사	3.72	1.13	하위어
높임법	주체높임법	높임법001	주체높임법001	명사	3.92	1.11	하위어
높임법	주체존대법	높임법001	주체존대법001	명사	3.74	1.12	하위어
높임법	청자높임법	높임법001	청자높임법001	명사	3.85	1.08	하위어
뇌	사이골	뇌003	사이골001	명사	3.68	1.16	하위어
뇌	작은골	뇌003	작은골001	명사	3.76	1.18	하위어
뇌	중간뇌	뇌003	중간뇌001	명사	3.91	1.1	하위어
뇌막	경뇌막	뇌막001	경뇌막001	명사	3.84	1.09	하위어
뇌막	뇌경질막	뇌막001	뇌경질막001	명사	3.75	1.16	하위어
뇌사	단우려	뇌사001	단우려001	명사	3.73	1.12	하위어
뇌사	양우려	뇌사001	양우려001	명사	3.64	1.16	하위어
뇌사	호리	뇌사001	호리001	명사	3.67	1.17	하위어
뇌삽	단우려	뇌삽001	단우려001	명사	3.63	1.23	하위어
뇌삽	양우려	뇌삽001	양우려001	명사	3.67	1.18	하위어
뇌삽	호리	뇌삽001	호리001	명사	3.73	1.12	하위어
뇌수	간뇌	뇌수003	간뇌003	명사	3.52	1.2	하위어
뇌수	다리뇌	뇌수003	다리뇌001	명사	3.62	1.15	하위어
뇌수	대뇌	뇌수003	대뇌001	명사	3.68	1.2	하위어
뇌수	사이골	뇌수003	사이골001	명사	3.64	1.14	하위어
뇌수	사이뇌	뇌수003	사이뇌001	명사	3.67	1.07	하위어
뇌수	소뇌	뇌수003	소뇌002	명사	3.72	1.18	하위어
뇌수	숨뇌	뇌수003	숨뇌001	명사	3.7	1.12	하위어
뇌수	작은골	뇌수003	작은골001	명사	3.69	1.17	하위어
뇌수	중간뇌	뇌수003	중간뇌001	명사	3.62	1.22	하위어
뇌수	중뇌	뇌수003	중뇌001	명사	3.64	1.13	하위어
뇌염	일본뇌염	뇌염001	일본뇌염001	명사	3.97	1.06	하위어
누	대손	누006	대손003	명사	3.39	1.22	하위어
누	경회루	누008	경회루001	명사	3.74	1.23	하위어
누	고각	누008	고각002	명사	3.58	1.2	하위어
누	광한루	누008	광한루001	명사	3.71	1.25	하위어
누	금각	누008	금각002	명사	3.63	1.18	하위어
누	기각	누008	기각008	명사	3.54	1.2	하위어
누	남원광한루	누008	남원광한루001	명사	3.81	1.17	하위어
누	독서루	누008	독서루001	명사	3.53	1.17	하위어
누	백옥루	누008	백옥루001	명사	3.72	1.17	하위어
누	옥루	누008	옥루006	명사	3.54	1.14	하위어
누	진주촉석루	누008	진주촉석루001	명사	3.79	1.17	하위어
누	촉석루	누008	촉석루001	명사	3.88	1.03	하위어
누각	경회루	누각003	경회루001	명사	3.74	1.08	하위어
누각	고각	누각003	고각002	명사	3.62	1.18	하위어
누각	광한루	누각003	광한루001	명사	3.86	1.1	하위어
누각	금각	누각003	금각002	명사	3.85	1.14	하위어
누각	기각	누각003	기각008	명사	3.45	1.19	하위어
누각	남원광한루	누각003	남원광한루001	명사	3.86	1.08	하위어
누각	독서루	누각003	독서루001	명사	3.66	1.18	하위어
누각	백옥루	누각003	백옥루001	명사	3.61	1.09	하위어
누각	옥루	누각003	옥루006	명사	3.51	1.12	하위어
누각	진주촉석루	누각003	진주촉석루001	명사	3.9	1.1	하위어
누각	촉석루	누각003	촉석루001	명사	3.68	1.19	하위어
누관	경회루	누관003	경회루001	명사	3.57	1.16	하위어
누관	고각	누관003	고각002	명사	3.62	1.14	하위어
누관	광한루	누관003	광한루001	명사	3.83	1.1	하위어
누관	금각	누관003	금각002	명사	3.56	1.14	하위어
누관	기각	누관003	기각008	명사	3.32	1.21	하위어
누관	남원광한루	누관003	남원광한루001	명사	3.63	1.24	하위어
누관	독서루	누관003	독서루001	명사	3.49	1.19	하위어
누관	백옥루	누관003	백옥루001	명사	3.77	1.1	하위어
누관	옥루	누관003	옥루006	명사	3.72	1.2	하위어
누관	진주촉석루	누관003	진주촉석루001	명사	3.83	1.11	하위어
누관	촉석루	누관003	촉석루001	명사	3.65	1.14	하위어
누나	작은누나	누나001	작은누나001	명사	4.08	1.01	하위어
누나	친누나	누나001	친누나001	명사	3.94	1.09	하위어
누나	큰누나	누나001	큰누나001	명사	4	1.09	하위어
누년	숙년	누년001	숙년001	명사	3.42	1.28	하위어
누대	대대손손	누대002	대대손손001	명사	3.25	1.29	하위어
누대	세세손손	누대002	세세손손001	명사	3.51	1.27	하위어
누대	역세	누대002	역세003	명사	3.12	1.18	하위어
누대	자손만대	누대002	자손만대001	명사	3.23	1.24	하위어
누대	자자손손	누대002	자자손손001	명사	3.2	1.26	하위어
누런빛	고동빛	누런빛001	고동빛001	명사	3.56	1.25	하위어
누런빛	금광	누런빛001	금광001	명사	3.63	1.23	하위어
누런빛	담황	누런빛001	담황002	명사	3.6	1.16	하위어
누런빛	담황빛	누런빛001	담황빛001	명사	3.56	1.18	하위어
누런빛	등빛	누런빛001	등빛001	명사	3.58	1.11	하위어
누런빛	황금빛	누런빛001	황금빛001	명사	3.13	1.26	하위어
누런색	고동색	누런색001	고동색001	명사	3.41	1.27	하위어
누런색	골드색	누런색001	골드색001	명사	3.53	1.15	하위어
누런색	금색	누런색001	금색001	명사	3.2	1.33	하위어
누런색	녹황색	누런색001	녹황색001	명사	3.5	1.16	하위어
누런색	담황	누런색001	담황001	명사	3.81	1.16	하위어
누런색	담황색	누런색001	담황색001	명사	3.5	1.25	하위어
누런색	등색	누런색001	등색001	명사	3.38	1.18	하위어
누런색	등자색	누런색001	등자색001	명사	3.79	1.12	하위어
누런색	오렌지색	누런색001	오렌지색001	명사	3.1	1.27	하위어
누런색	울금색	누런색001	울금색001	명사	3.6	1.16	하위어
누런색	육계색	누런색001	육계색001	명사	3.66	1.14	하위어
누런색	육계적색	누런색001	육계적색001	명사	3.52	1.17	하위어
누런색	적황	누런색001	적황001	명사	3.51	1.22	하위어
누런색	적황색	누런색001	적황색001	명사	3.57	1.23	하위어
누런색	천황	누런색001	천황007	명사	3.61	1.12	하위어
누런색	천황색	누런색001	천황색001	명사	3.61	1.11	하위어
누런색	호박색	누런색001	호박색001	명사	3.51	1.27	하위어
누런색	회황색	누런색001	회황색001	명사	3.67	1.18	하위어
누삭	수삭	누삭001	수삭001	명사	3.61	1.21	하위어
누삭	수월	누삭001	수월005	명사	3.48	1.17	하위어
누설	누수	누설002	누수005	명사	2.96	1.31	하위어
누세	대대손손	누세001	대대손손001	명사	3.18	1.25	하위어
누세	세세손손	누세001	세세손손001	명사	3.57	1.18	하위어
누세	역세	누세001	역세003	명사	3.48	1.17	하위어
누세	열세	누세001	열세001	명사	3.44	1.06	하위어
누세	자손만대	누세001	자손만대001	명사	3.25	1.23	하위어
누세	자자손손	누세001	자자손손001	명사	3.22	1.27	하위어
누세	숙년	누세002	숙년001	명사	3.63	1.18	하위어
누수	낙루	누수002	낙루001	명사	3.29	1.17	하위어
누수	눈물방울	누수002	눈물방울001	명사	3.42	1.22	하위어
누수	영루	누수002	영루001	명사	3.36	1.28	하위어
누수	옥루	누수002	옥루001	명사	3.28	1.31	하위어
누수	타루	누수002	타루002	명사	3.23	1.28	하위어
누수	피눈물	누수002	피눈물001	명사	3.26	1.37	하위어
누수	홍루	누수002	홍루001	명사	3.38	1.23	하위어
누승	네제곱	누승001	네제곱001	명사	3.57	1.17	하위어
누승	두제곱	누승001	두제곱001	명사	3.56	1.15	하위어
누승	사승	누승001	사승003	명사	3.59	1.19	하위어
누승	삼승	누승001	삼승003	명사	3.66	1.09	하위어
누승	세제곱	누승001	세제곱001	명사	3.64	1.18	하위어
누승	이승	누승001	이승003	명사	3.48	1.19	하위어
누승	입방	누승001	입방001	명사	3.68	1.17	하위어
누승	자승	누승001	자승001	명사	3.52	1.2	하위어
누승	제곱	누승001	제곱001	명사	3.7	1.19	하위어
누승근	네제곱근	누승근001	네제곱근001	명사	3.64	1.06	하위어
누승근	사승근	누승근001	사승근001	명사	3.58	1.19	하위어
누승근	삼승근	누승근001	삼승근001	명사	3.57	1.2	하위어
누승근	세제곱근	누승근001	세제곱근001	명사	3.57	1.18	하위어
누승근	이승근	누승근001	이승근001	명사	3.66	1.25	하위어
누승근	자승근	누승근001	자승근001	명사	3.44	1.24	하위어
누승근	제곱근	누승근001	제곱근001	명사	3.76	1.13	하위어
누승근	제곱뿌리	누승근001	제곱뿌리001	명사	3.64	1.2	하위어
누액	낙루	누액001	낙루001	명사	3.3	1.18	하위어
누액	눈물방울	누액001	눈물방울001	명사	3.42	1.18	하위어
누액	비루	누액001	비루003	명사	3.28	1.23	하위어
누액	영루	누액001	영루001	명사	3.47	1.18	하위어
누액	옥루	누액001	옥루001	명사	3.55	1.2	하위어
누액	타루	누액001	타루002	명사	3.54	1.15	하위어
누액	피눈물	누액001	피눈물001	명사	3.08	1.3	하위어
누액	혈루	누액001	혈루001	명사	3.21	1.19	하위어
누액	홍루	누액001	홍루001	명사	3.53	1.15	하위어
누에	가을누에	누에001	가을누에001	명사	3.94	1.06	하위어
누에	만추잠	누에001	만추잠001	명사	3.77	1.12	하위어
누에	봄누에	누에001	봄누에001	명사	3.74	1.15	하위어
누에	여름누에	누에001	여름누에001	명사	3.83	1.08	하위어
누에	추잠	누에001	추잠001	명사	3.76	1.11	하위어
누에	춘잠	누에001	춘잠001	명사	3.22	1.19	하위어
누에	하잠	누에001	하잠001	명사	3.73	1.22	하위어
누엽	숙년	누엽001	숙년001	명사	3.48	1.19	하위어
누월	수개월	누월001	수개월001	명사	3.52	1.24	하위어
누월	수삭	누월001	수삭001	명사	3.43	1.17	하위어
누월	수월	누월001	수월005	명사	3.45	1.26	하위어
누이	고낭	누이001	고낭001	명사	3.68	1.11	하위어
누이	고자매	누이001	고자매001	명사	3.53	1.21	하위어
누이	당고	누이001	당고001	명사	3.56	1.14	하위어
누이	당고모	누이001	당고모001	명사	3.2	1.31	하위어
누이	맏누이	누이001	맏누이001	명사	3.83	1.14	하위어
누이	매	누이001	매018	명사	3.69	1.12	하위어
누이	소고	누이001	소고004	명사	3.4	1.24	하위어
누이	숙매	누이001	숙매001	명사	3.54	1.14	하위어
누이	시누이	누이001	시누이001	명사	3.42	1.31	하위어
누이	자	누이001	자027	명사	3.68	1.11	하위어
누이	작은누이	누이001	작은누이001	명사	3.82	1.07	하위어
누이	종고	누이001	종고002	명사	3.54	1.21	하위어
