word1	word2	word1(sense)	word2(sense)	POS	mean	sd	type
대극장	소극장	대극장001	소극장001	명사	4.05	1.04	반대말
대기	소기	대기014	소기006	명사	4	1.06	반대말
대기	소기	대기015	소기007	명사	3.8	1.11	반대말
대기음	무기음	대기음001	무기음001	명사	3.56	1.25	반대말
대길일	대흉일	대길일001	대흉일001	명사	3.95	1.07	반대말
대남	대북	대남001	대북002	명사	4	1.06	반대말
대납회	대발회	대납회001	대발회001	명사	3.68	1.23	반대말
대담하다	담소하다	대담하다001	담소하다003	형용사	3.75	1.16	반대말
대담하다	소담하다	대담하다001	소담하다003	형용사	4	1.06	반대말
대답	물음	대답002	물음001	명사	3.95	1.17	반대말
대도	도자	대도001	도자001	명사	3.67	1.2	반대말
대도	서적	대도004	서적004	명사	3.65	1.14	반대말
대도	소적	대도004	소적002	명사	3.57	1.22	반대말
대도	좀도둑	대도004	좀도둑001	명사	3.67	1.26	반대말
대도	초적	대도004	초적002	명사	3.59	1.24	반대말
대도	소도	대도007	소도008	명사	3.9	1.01	반대말
대도적	서적	대도적001	서적004	명사	3.67	1.22	반대말
대도적	소적	대도적001	소적002	명사	3.58	1.22	반대말
대도적	좀도둑	대도적001	좀도둑001	명사	3.7	1.15	반대말
대도적	좀도적	대도적001	좀도적001	명사	3.54	1.26	반대말
대독일주의	소독일주의	대독일주의001	소독일주의001	명사	3.75	1.12	반대말
대록	박록	대록003	박록001	명사	3.78	1.18	반대말
대륙풍	해양풍	대륙풍001	해양풍001	명사	3.76	1.29	반대말
대못	소정	대못002	소정004	명사	3.59	1.15	반대말
대못	잔못	대못002	잔못001	명사	3.49	1.2	반대말
대문자	소문자	대문자001	소문자001	명사	3.99	0.99	반대말
대미사	소미사	대미사001	소미사001	명사	3.79	1.05	반대말
대방	소방	대방007	소방004	명사	3.96	1.05	반대말
대방	차방	대방014	차방001	명사	3.68	1.17	반대말
대방	차변	대방014	차변002	명사	3.62	1.22	반대말
대방	차변계정	대방014	차변계정001	명사	3.63	1.04	반대말
대변	소변	대변004	소변003	명사	3.92	1.12	반대말
대복	소복	대복003	소복005	명사	3.87	1.16	반대말
대부	대모	대부003	대모001	명사	3.8	1.34	반대말
대부대	소부대	대부대001	소부대001	명사	3.87	1.13	반대말
대부인	노대인	대부인001	노대인002	명사	3.34	1.32	반대말
대부인	영존	대부인001	영존001	명사	3.48	1.27	반대말
대부인	존대인	대부인001	존대인001	명사	3.51	1.28	반대말
대부인	춘부장	대부인001	춘부장001	명사	3.25	1.31	반대말
대분하다	소분하다	대분하다001	소분하다001	동사	3.69	1.16	반대말
대사	사사	대사004	사사015	명사	3.84	1.1	반대말
대사	소사	대사004	소사003	명사	4	1.07	반대말
대상	대하	대상018	대하014	명사	4	1.01	반대말
대서	수필	대서006	수필001	명사	3.69	1.17	반대말
대서	자서	대서006	자서004	명사	3.88	1.14	반대말
대서	자필	대서006	자필001	명사	3.69	1.23	반대말
대성하다	소성하다	대성하다001	소성하다001	동사	3.91	1.05	반대말
대세녀	대세남	대세녀001	대세남001	명사	3.5	1.37	반대말
대수	박명	대수008	박명002	명사	3.87	1.11	반대말
대수술	소수술	대수술001	소수술001	명사	3.79	1.11	반대말
대순환	소순환	대순환001	소순환002	명사	3.8	1.12	반대말
대승	대패	대승005	대패004	명사	4.07	1.06	반대말
대승경	소승경	대승경001	소승경001	명사	3.76	1.21	반대말
대시증	작게보임증	대시증001	작게보임증001	명사	3.92	1.09	반대말
대실	소실	대실002	소실003	명사	4.01	1.01	반대말
대악	소악	대악002	소악002	명사	3.82	1.13	반대말
대여	대야	대여003	대야004	명사	3.72	1.16	반대말
대역전패하다	대역전승하다	대역전패하다001	대역전승하다001	동사	4.18	1	반대말
대연	소연	대연001	소연001	명사	3.9	1.13	반대말
대옥	소가	대옥001	소가002	명사	3.85	1.06	반대말
대외	대내	대외002	대내003	명사	4	1.07	반대말
대외연	대외경	대외연001	대외경001	명사	3.81	1.13	반대말
대외용	대내용	대외용001	대내용001	명사	4.09	1.02	반대말
대외전	대내전	대외전001	대내전001	명사	4.04	1	반대말
대용	소용	대용003	소용006	명사	3.91	1.18	반대말
대우주	소우주	대우주001	소우주002	명사	3.74	1.27	반대말
대유년	대무지년	대유년001	대무지년001	명사	3.88	1.06	반대말
대유년	대흉	대유년001	대흉001	명사	4.04	1.05	반대말
대유년	대흉년	대유년001	대흉년001	명사	4	1.06	반대말
대음	소음	대음002	소음001	명사	3.98	1.08	반대말
대인	소인	대인001	소인001	명사	3.94	1.21	반대말
대인	아이	대인001	아이001	명사	3.73	1.17	반대말
대인	연소자	대인001	연소자001	명사	3.61	1.22	반대말
대인	소인	대인002	소인002	명사	3.97	1.06	반대말
대인	소인	대인003	소인003	명사	4	1.07	반대말
대인세	객관세	대인세001	객관세001	명사	3.46	1.19	반대말
대인세	객체세	대인세001	객체세001	명사	3.49	1.18	반대말
대인세	대물세	대인세001	대물세001	명사	3.56	1.16	반대말
대인세	물세	대인세001	물세003	명사	3.84	1.07	반대말
대임	차임	대임003	차임002	명사	3.86	1.12	반대말
대자	대녀	대자006	대녀001	명사	3.9	1.09	반대말
대장부	졸장부	대장부001	졸장부001	명사	3.87	1.19	반대말
대적	소도	대적002	소도005	명사	3.83	1.14	반대말
대적	소모적	대적002	소모적002	명사	3.75	1.13	반대말
대적	의구	대적002	의구007	명사	3.55	1.26	반대말
대적	좀도둑	대적002	좀도둑001	명사	3.52	1.24	반대말
대적	초적	대적002	초적002	명사	3.77	1.15	반대말
대전류	소전류	대전류001	소전류001	명사	3.69	1.21	반대말
대전음	소전음	대전음001	소전음001	명사	3.75	1.03	반대말
대전음	작은온음	대전음001	작은온음001	명사	3.79	1.17	반대말
대전투	산병전	대전투001	산병전001	명사	3.68	1.14	반대말
대전투	소전투	대전투001	소전투001	명사	3.81	1.17	반대말
대절	소절	대절001	소절002	명사	3.88	1.12	반대말
대점	소점	대점002	소점003	명사	3.86	1.06	반대말
대죄	미죄	대죄001	미죄001	명사	3.76	1.13	반대말
대주	계주	대주001	계주002	명사	3.63	1.2	반대말
대주어	소주어	대주어001	소주어001	명사	3.83	1.13	반대말
대주주	소주주	대주주001	소주주001	명사	3.92	1.1	반대말
대지	대우	대지008	대우006	명사	3.48	1.24	반대말
대지주	소지주	대지주001	소지주001	명사	3.99	1.08	반대말
대지형	소지형	대지형001	소지형001	명사	3.86	1.15	반대말
대창	곱창	대창005	곱창001	명사	3.21	1.36	반대말
대창	소창	대창005	소창003	명사	3.66	1.33	반대말
대촌	소촌	대촌001	소촌001	명사	4.01	1.09	반대말
대총	소총	대총001	소총002	명사	3.84	1.12	반대말
대춘지수	박명	대춘지수001	박명002	명사	3.57	1.12	반대말
대출력	소출력	대출력001	소출력001	명사	3.83	1.17	반대말
대칭성	비대칭성	대칭성001	비대칭성001	명사	4.07	1.06	반대말
대파	소파	대파002	소파001	명사	3.94	1.06	반대말
대파	윤의	대파002	윤의004	명사	3.61	1.16	반대말
대패하다	대승하다	대패하다001	대승하다001	동사	4.14	1.02	반대말
대포자	소포자	대포자001	소포자001	명사	3.71	1.21	반대말
대폭	소폭	대폭002	소폭002	부사	4.19	0.95	반대말
대품	사소품	대품002	사소품001	명사	3.41	1.24	반대말
대품	하사품	대품002	하사품001	명사	3.49	1.28	반대말
대풍	대무지년	대풍004	대무지년001	명사	3.89	1.15	반대말
대풍	대살년	대풍004	대살년001	명사	3.85	1.18	반대말
대풍년	대흉	대풍년001	대흉001	명사	3.86	1.08	반대말
대풍년	대흉년	대풍년001	대흉년001	명사	3.99	1.08	반대말
대풍작	대흉	대풍작001	대흉002	명사	4.04	1.09	반대말
대풍작	대흉작	대풍작001	대흉작001	명사	4	1.09	반대말
대필	수필	대필005	수필001	명사	3.72	1.16	반대말
대필	자서	대필005	자서004	명사	4	0.97	반대말
대필하다	자서하다	대필하다001	자서하다002	동사	3.8	1.09	반대말
대하	대상	대하012	대상013	명사	3.69	1.24	반대말
대하금	대상금	대하금001	대상금001	명사	3.85	1.17	반대말
대핵	소핵	대핵001	소핵001	명사	3.98	1.08	반대말
대형선	소정	대형선001	소정005	명사	3.6	1.23	반대말
대형선	소주	대형선001	소주001	명사	3.65	1.19	반대말
대형선	소형선	대형선001	소형선001	명사	3.99	1.09	반대말
대형선	조각배	대형선001	조각배001	명사	3.62	1.27	반대말
더	덜	더002	덜001	부사	3.96	1.07	반대말
더운무대	찬무대	더운무대001	찬무대001	명사	4.05	1.03	반대말
더운무대	찬흐름	더운무대001	찬흐름001	명사	3.66	1.19	반대말
더운무대	한류	더운무대001	한류001	명사	3.69	1.16	반대말
더운물	찬물	더운물001	찬물001	명사	4.12	0.97	반대말
더운밥	냉반	더운밥001	냉반001	명사	3.82	1.02	반대말
더운밥	찬밥	더운밥001	찬밥001	명사	4.08	1.04	반대말
더운색	냉색	더운색001	냉색001	명사	3.88	1.16	반대말
더운색	찬색	더운색001	찬색001	명사	4.01	1.02	반대말
더운색	한색	더운색001	한색002	명사	3.79	1.2	반대말
더운약	냉약	더운약001	냉약001	명사	4.01	1.07	반대말
더운약	양제	더운약001	양제005	명사	3.72	1.11	반대말
더운약	찬약	더운약001	찬약001	명사	3.92	1.1	반대말
더운찜질	냉엄법	더운찜질001	냉엄법001	명사	3.89	1.1	반대말
더운찜질	찬찜질	더운찜질001	찬찜질001	명사	4.17	0.99	반대말
더운흐름	찬무대	더운흐름001	찬무대001	명사	3.75	1.12	반대말
더운흐름	찬흐름	더운흐름001	찬흐름001	명사	3.84	1.05	반대말
더운흐름	한류	더운흐름001	한류001	명사	3.72	1.18	반대말
더워하다	추워하다	더워하다001	추워하다001	동사	4.23	0.98	반대말
더하다	덜하다	더하다001	덜하다001	형용사	3.95	1.14	반대말
덕담	악담	덕담001	악담001	명사	4.18	1.01	반대말
덥다	춥다	덥다002	춥다002	형용사	4.29	0.86	반대말
덥다	냉하다	덥다004	냉하다003	형용사	3.98	0.99	반대말
덩어리	덩이	덩어리001	덩이001	명사	3.23	1.41	반대말
덩어리	덩이	덩어리002	덩이002	명사	3.37	1.34	반대말
덩지	덩저리	덩지001	덩저리001	명사	3.29	1.32	반대말
데려가다	데려오다	데려가다001	데려오다001	동사	3.99	1.08	반대말
데크레셴도	크레셴도	데크레셴도001	크레셴도001	명사	3.85	1.15	반대말
도가	산매상	도가008	산매상002	명사	3.15	1.33	반대말
도가	소매상	도가008	소매상002	명사	3.47	1.3	반대말
도두보다	낮추보다	도두보다001	낮추보다001	동사	3.61	1.17	반대말
도매	산매	도매002	산매003	명사	3.54	1.14	반대말
도매	소매	도매002	소매006	명사	4.03	1.07	반대말
도매가	소매가	도매가001	소매가001	명사	3.88	1.17	반대말
도매가	소매가격	도매가001	소매가격001	명사	3.78	1.19	반대말
도매가	소맷값	도매가001	소맷값001	명사	3.73	1.21	반대말
도매가격	소매가	도매가격001	소매가001	명사	3.88	1.09	반대말
도매가격	소매가격	도매가격001	소매가격001	명사	3.93	1.17	반대말
도매가격	소맷값	도매가격001	소맷값001	명사	3.76	1.05	반대말
도매금	소매가	도매금001	소매가001	명사	3.93	1.1	반대말
도매금	소매가격	도매금001	소매가격001	명사	3.77	1.14	반대말
도매금	소맷값	도매금001	소맷값001	명사	3.72	1.18	반대말
도매상	산매상	도매상001	산매상001	명사	3.62	1.26	반대말
도매상	소매상	도매상001	소매상001	명사	4.01	1.06	반대말
도매상	소매업자	도매상001	소매업자001	명사	3.85	1.15	반대말
도매상	소매인	도매상001	소매인001	명사	3.77	1.25	반대말
도매상	산매상	도매상002	산매상002	명사	3.61	1.2	반대말
도매상	소매상	도매상002	소매상002	명사	3.9	1.19	반대말
도매상인	소매상인	도매상인001	소매상인001	명사	3.8	1.17	반대말
도매상점	소매상점	도매상점001	소매상점001	명사	3.91	1.17	반대말
도매업자	소매업자	도매업자001	소매업자001	명사	3.88	1.17	반대말
도매업자	소매인	도매업자001	소매인001	명사	3.83	1.14	반대말
도매인	소매상	도매인001	소매상001	명사	3.74	1.22	반대말
도매인	소매업자	도매인001	소매업자001	명사	3.82	1.21	반대말
도매인	소매인	도매인001	소매인001	명사	3.82	1.19	반대말
도매점	산매점	도매점001	산매점001	명사	3.77	1.16	반대말
도매점	소매소	도매점001	소매소001	명사	3.81	1.19	반대말
도매점	소매점	도매점001	소매점001	명사	3.98	1.11	반대말
도매점	영매소	도매점001	영매소001	명사	3.73	1.21	반대말
도맷값	소매가	도맷값001	소매가001	명사	3.83	1.07	반대말
도맷값	소매가격	도맷값001	소매가격001	명사	3.84	1.14	반대말
도맷값	소맷값	도맷값001	소맷값001	명사	3.85	1.15	반대말
도붓장사	앉은장사	도붓장사001	앉은장사001	명사	3.63	1.18	반대말
도붓장사	좌고	도붓장사001	좌고004	명사	3.39	1.27	반대말
도붓장사	좌상	도붓장사001	좌상004	명사	3.81	1.16	반대말
도시인	시골 사람	도시인001	시골사람001	명사	3.8	1.12	반대말
도어법	정치법	도어법001	정치법002	명사	3.67	1.19	반대말
도착	출발	도착001	출발001	명사	4.15	1.01	반대말
도착역	출발역	도착역001	출발역001	명사	4.11	1.07	반대말
도착하다	출발하다	도착하다001	출발하다001	동사	4.22	1.02	반대말
도치법	정치법	도치법001	정치법002	명사	3.69	1.18	반대말
독거	잡거	독거001	잡거001	명사	3.61	1.28	반대말
독거	잡처	독거002	잡처002	명사	3.85	1.15	반대말
독거하다	잡처하다	독거하다001	잡처하다001	동사	3.92	1.08	반대말
독거하다	혼거하다	독거하다001	혼거하다001	동사	3.7	1.24	반대말
독남	독녀	독남001	독녀001	명사	3.92	1.14	반대말
독립노동	종속노동	독립노동001	종속노동001	명사	3.76	1.14	반대말
독립재	연관재	독립재001	연관재001	명사	3.65	1.04	반대말
독송	간서	독송001	간서002	명사	3.52	1.16	반대말
독숙	동숙	독숙001	동숙001	명사	3.72	1.18	반대말
독숙	합숙	독숙001	합숙001	명사	3.93	1.12	반대말
독식	분식	독식001	분식001	명사	3.91	1.2	반대말
독식	분식	독식002	분식002	명사	3.76	1.04	반대말
독신녀	독신남	독신녀001	독신남001	명사	3.65	1.28	반대말
독자	외딸	독자002	외딸001	명사	3.51	1.29	반대말
독자	저자	독자006	저자007	명사	3.9	1.07	반대말
독자	필자	독자006	필자002	명사	3.87	1.06	반대말
독질	경환	독질004	경환003	명사	3.62	1.24	반대말
독질	미아	독질004	미아003	명사	3.79	1.19	반대말
독질	미양	독질004	미양001	명사	3.39	1.14	반대말
독질	미질	독질004	미질002	명사	3.74	1.08	반대말
독질	소양	독질004	소양003	명사	3.67	1.18	반대말
독처하다	잡거하다	독처하다001	잡거하다001	동사	3.49	1.21	반대말
독처하다	잡처하다	독처하다001	잡처하다001	동사	3.74	1.2	반대말
독처하다	혼거하다	독처하다001	혼거하다001	동사	3.68	1.14	반대말
독호	반호	독호002	반호001	명사	3.55	1.2	반대말
돈각	점오	돈각001	점오001	명사	3.69	1.15	반대말
돈각	점오	돈각002	점오001	명사	3.5	1.2	반대말
돈복	분복	돈복002	분복001	명사	3.7	1.04	반대말
돈수	점수	돈수003	점수003	명사	3.6	1.25	반대말
돈오	점오	돈오001	점오001	명사	3.59	1.16	반대말
돈오	점오	돈오002	점오001	명사	3.08	1.2	반대말
돋보기눈	바투보기	돋보기눈001	바투보기001	명사	3.42	1.21	반대말
돋보기눈	졸보기	돋보기눈001	졸보기001	명사	3.4	1.31	반대말
돋새김	오목새김	돋새김001	오목새김001	명사	3.73	1.04	반대말
돋을양지	질양지	돋을양지001	질양지001	명사	3.82	1.11	반대말
돌아가다	돌아오다	돌아가다014	돌아오다007	동사	3.83	1.24	반대말
돌아오다	돌아가다	돌아오다001	돌아가다009	동사	3.81	1.14	반대말
돌아오다	돌아가다	돌아오다004	돌아가다013	동사	3.7	1.2	반대말
돌직구남	돌직구녀	돌직구남001	돌직구녀001	명사	3.78	1.2	반대말
돌출귀	매몰귀	돌출귀001	매몰귀001	명사	3.87	1.07	반대말
동거	별거	동거001	별거003	명사	4.06	1.03	반대말
동거	분문별호	동거001	분문별호001	명사	3.71	1.16	반대말
동거	분문이호	동거001	분문이호002	명사	3.61	1.21	반대말
동거남	동거녀	동거남001	동거녀001	명사	3.69	1.26	반대말
동거하다	별거하다	동거하다001	별거하다001	동사	3.92	1.12	반대말
동거하다	영거하다	동거하다001	영거하다001	동사	3.8	1.17	반대말
동경	서날	동경006	서날001	명사	3.82	1.12	반대말
동고	동락	동고002	동락001	명사	3.79	1.17	반대말
동고서저	서고동저	동고서저001	서고동저001	명사	3.91	1.13	반대말
동고서저	서고동저형	동고서저001	서고동저형001	명사	3.85	1.14	반대말
동구	하구	동구001	하구002	명사	3.74	1.23	반대말
동기후학	정기후학	동기후학001	정기후학001	명사	3.85	1.14	반대말
동남	동녀	동남003	동녀001	명사	3.57	1.28	반대말
동남	진녀	동남003	진녀001	명사	3.35	1.32	반대말
동대륙	서대륙	동대륙001	서대륙001	명사	3.94	1.08	반대말
동락하다	동고하다	동락하다001	동고하다001	동사	3.49	1.17	반대말
동령	예령	동령004	예령001	명사	3.55	1.14	반대말
동령림	이령림	동령림001	이령림001	명사	3.78	1.14	반대말
동류항	이류항	동류항001	이류항001	명사	3.81	1.16	반대말
동몽	여동	동몽001	여동001	명사	3.52	1.14	반대말
동몽	여아	동몽001	여아001	명사	3.1	1.32	반대말
동몽	진녀	동몽001	진녀001	명사	3.5	1.29	반대말
동반	서반	동반005	서반001	명사	3.73	1.1	반대말
동반구	서반구	동반구001	서반구001	명사	4.13	0.98	반대말
동복	이모	동복002	이모004	명사	3.04	1.32	반대말
동복동생	이복동생	동복동생001	이복동생001	명사	3.86	1.12	반대말
동부	한배	동부003	한배002	명사	3.44	1.19	반대말
동분모	이분모	동분모001	이분모001	명사	3.92	1.13	반대말
동살대	장살	동살대001	장살001	명사	3.64	1.16	반대말
동상방	서상방	동상방001	서상방001	명사	3.78	1.06	반대말
동생신	동명신	동생신001	동명신001	명사	3.69	1.12	반대말
동성	타성	동성001	타성001	명사	3.6	1.27	반대말
동성	이성	동성002	이성018	명사	4.16	0.99	반대말
동성	이질	동성002	이질003	명사	3.53	1.32	반대말
동성	이성	동성003	이성019	명사	4.01	1.11	반대말
동소성	이소성	동소성001	이소성001	명사	3.91	1.15	반대말
동아	여름눈	동아002	여름눈001	명사	3.45	1.2	반대말
동아	하아	동아002	하아001	명사	3.62	1.23	반대말
동양미	서양미	동양미001	서양미001	명사	3.94	1.1	반대말
동온돌	서온돌	동온돌001	서온돌001	명사	3.77	1.21	반대말
동와	빈와	동와001	빈와001	명사	3.36	1.16	반대말
동와	앙와	동와001	앙와001	명사	3.37	1.22	반대말
동와	판	동와001	판023	명사	3.54	1.24	반대말
동원	복원	동원002	복원003	명사	3.6	1.2	반대말
동의	이의	동의003	이의004	명사	3.95	1.1	반대말
동의	반의	동의006	반의002	명사	3.93	1.16	반대말
동의어	대립어	동의어001	대립어001	명사	3.9	1.04	반대말
동의어	대어	동의어001	대어006	명사	3.75	1.24	반대말
동의어	대의어	동의어001	대의어001	명사	3.75	1.2	반대말
동의어	반대말	동의어001	반대말001	명사	3.76	1.22	반대말
동의어	반대어	동의어001	반대어001	명사	3.94	1.13	반대말
동의어	반의어	동의어001	반의어001	명사	4.1	1.05	반대말
동의어	상대어	동의어001	상대어001	명사	3.84	1.15	반대말
동일성	비동일성	동일성001	비동일성001	명사	3.93	1.09	반대말
동일점	상이점	동일점002	상이점001	명사	4	1.09	반대말
동자	동녀	동자003	동녀001	명사	3.57	1.27	반대말
동자	여아	동자003	여아001	명사	3.61	1.25	반대말
동자	진녀	동자003	진녀001	명사	3.53	1.14	반대말
동정남	동정녀	동정남001	동정녀001	명사	3.75	1.17	반대말
동정남	정녀	동정남001	정녀004	명사	3.65	1.15	반대말
동조	여름새	동조001	여름새001	명사	3.44	1.37	반대말
동조	하조	동조001	하조002	명사	3.88	1.01	반대말
동종	이류	동종003	이류005	명사	3.73	1.16	반대말
동종	이종	동종003	이종002	명사	3.75	1.24	반대말
동지점	하지점	동지점001	하지점001	명사	3.87	1.05	반대말
동질	이질	동질001	이질003	명사	3.82	1.11	반대말
동질성	이질성	동질성001	이질성001	명사	4.13	0.93	반대말
동질화	이질화	동질화001	이질화001	명사	4.08	1	반대말
동창	서창	동창003	서창002	명사	3.8	1.11	반대말
동초	입초	동초002	입초002	명사	3.3	1.24	반대말
동치성	이치성	동치성001	이치성001	명사	3.7	1.07	반대말
동태	정태	동태006	정태004	명사	3.62	1.14	반대말
동태세	정태세	동태세001	정태세001	명사	3.95	1.02	반대말
동파키스탄	서파키스탄	동파키스탄001	서파키스탄001	명사	3.81	1.1	반대말
동형	이형	동형001	이형002	명사	3.97	1.06	반대말
동화	이화작용	동화004	이화작용001	명사	3.68	1.19	반대말
동화	이화	동화008	이화011	명사	3.84	1.13	반대말
동화피성	이화피성	동화피성001	이화피성001	명사	3.91	1.02	반대말
동화피화	이화피화	동화피화001	이화피화001	명사	3.76	1.08	반대말
동화하다	이화하다	동화하다001	이화하다002	동사	3.93	1.11	반대말
되다	묽다	되다026	묽다001	형용사	3.89	1.12	반대말
되다	질다	되다026	질다001	형용사	3.94	1.18	반대말
된똥	진똥	된똥001	진똥001	명사	3.55	1.31	반대말
된밥	진밥	된밥001	진밥001	명사	4	1.05	반대말
된서리	무서리	된서리001	무서리001	명사	3.74	1.18	반대말
된장남	된장녀	된장남001	된장녀001	명사	3.59	1.3	반대말
된추위	된더위	된추위001	된더위001	명사	3.9	1.09	반대말
된추위	열서	된추위001	열서003	명사	3.73	1.13	반대말
된추위	염서	된추위001	염서002	명사	3.69	1.17	반대말
된추위	염열	된추위001	염열001	명사	3.61	1.2	반대말
된추위	융서	된추위001	융서001	명사	3.62	1.15	반대말
된추위	혹열	된추위001	혹열001	명사	3.79	1.2	반대말
된추위	혹염	된추위001	혹염001	명사	3.63	1.25	반대말
두껍다	얇다	두껍다001	얇다001	형용사	4.16	0.98	반대말
두껍다랗다	얄따랗다	두껍다랗다001	얄따랗다001	형용사	3.81	1.07	반대말
두루씨끝	분간어미	두루씨끝001	분간어미001	명사	3.52	1.2	반대말
두루이름씨	고유명사	두루이름씨001	고유명사001	명사	3.4	1.18	반대말
두루이름씨	특립명사	두루이름씨001	특립명사001	명사	3.6	1.18	반대말
두루이름씨	특별명사	두루이름씨001	특별명사001	명사	3.8	1.15	반대말
두루이름씨	홀로이름씨	두루이름씨001	홀로이름씨001	명사	3.81	1.17	반대말
두루이름씨	홀이름씨	두루이름씨001	홀이름씨001	명사	3.66	1.13	반대말
두부	미부	두부002	미부001	명사	3.79	1.21	반대말
두부	미부	두부003	미부002	명사	3.76	1.19	반대말
두운	다리운	두운002	다리운001	명사	3.7	1.11	반대말
두출하다	두입하다	두출하다001	두입하다001	동사	3.86	1.17	반대말
둔도	이도	둔도001	이도004	명사	3.88	1.13	반대말
둥근홀소리	비원순모음	둥근홀소리001	비원순모음001	명사	3.5	1.17	반대말
둥근홀소리	안둥근홀소리	둥근홀소리001	안둥근홀소리001	명사	3.94	1.13	반대말
둥근홀소리	평순모음	둥근홀소리001	평순모음001	명사	3.56	1.23	반대말
뒤	앞	뒤001	앞001	명사	4.09	1.1	반대말
뒤	앞밭	뒤012	앞밭001	명사	3.55	1.33	반대말
뒤따라오다	뒤따라가다	뒤따라오다001	뒤따라가다001	동사	3.62	1.22	반대말
뒤따라오다	추미하다	뒤따라오다001	추미하다001	동사	3.47	1.17	반대말
뒤뜰	전정	뒤뜰001	전정007	명사	3.81	1.1	반대말
뒤차	앞차	뒤차001	앞차002	명사	4.06	1.09	반대말
뒤차	전차	뒤차001	전차005	명사	3.9	1.15	반대말
뒤차	전차	뒤차002	전차004	명사	3.73	1.2	반대말
뒤채	앞채	뒤채001	앞채001	명사	3.95	1.12	반대말
뒤턱	앞턱	뒤턱002	앞턱001	명사	3.96	1.15	반대말
뒤편	선편	뒤편001	선편002	명사	3.83	1.11	반대말
뒤편	앞편짝	뒤편001	앞편짝001	명사	3.77	1.16	반대말
뒤편	전편	뒤편002	전편002	명사	3.87	1.09	반대말
뒤편짝	선편	뒤편짝001	선편002	명사	3.74	1.11	반대말
뒤편짝	앞편짝	뒤편짝001	앞편짝001	명사	3.97	1.09	반대말
뒤폭	전폭	뒤폭001	전폭003	명사	3.72	1.2	반대말
뒤폭	앞폭	뒤폭002	앞폭002	명사	4.04	1.07	반대말
뒤폭	전폭	뒤폭002	전폭004	명사	3.7	1.1	반대말
뒤폭	앞폭	뒤폭003	앞폭003	명사	3.93	1.13	반대말
뒤폭	전폭	뒤폭003	전폭005	명사	3.84	1.17	반대말
뒤품	앞품	뒤품001	앞품001	명사	4.05	1.06	반대말
뒷가리개	전륜	뒷가리개001	전륜002	명사	3.66	1.24	반대말
뒷가지	머리가지	뒷가지002	머리가지001	명사	3.49	1.17	반대말
뒷가지	앞가지	뒷가지002	앞가지002	명사	3.96	1.11	반대말
뒷가지	접두어	뒷가지002	접두어001	명사	3.55	1.2	반대말
뒷걸음	앞걸음	뒷걸음001	앞걸음001	명사	4.12	1.04	반대말
뒷걸음질	앞걸음질	뒷걸음질001	앞걸음질001	명사	4.19	0.95	반대말
뒷걸음질	앞걸음질	뒷걸음질002	앞걸음질002	명사	4.06	1.07	반대말
뒷걸음하다	앞걸음하다	뒷걸음하다001	앞걸음하다001	동사	3.91	1.08	반대말
뒷고개	앞고개	뒷고개002	앞고개002	명사	4.04	1.08	반대말
뒷곤두	앞곤두	뒷곤두001	앞곤두001	명사	3.87	1.09	반대말
뒷그루	앞그루	뒷그루001	앞그루001	명사	3.92	1.03	반대말
뒷그루	전작	뒷그루001	전작009	명사	3.42	1.15	반대말
뒷길	앞길	뒷길005	앞길005	명사	3.97	1.08	반대말
뒷길거리	앞거리	뒷길거리001	앞거리001	명사	3.76	1.08	반대말
뒷날	일전	뒷날001	일전006	명사	3.66	1.19	반대말
뒷다리	앞다리	뒷다리001	앞다리001	명사	4.11	0.98	반대말
뒷다리	앞다리	뒷다리002	앞다리002	명사	4	1.15	반대말
뒷다리	전지	뒷다리002	전지018	명사	3.66	1.25	반대말
뒷다리	앞다리	뒷다리003	앞다리003	명사	4.06	1.09	반대말
뒷다리	전지	뒷다리003	전지019	명사	3.8	1.08	반대말
뒷도련	앞도련	뒷도련001	앞도련001	명사	3.92	1.1	반대말
뒷동네	앞동네	뒷동네001	앞동네001	명사	3.83	1.19	반대말
뒷동네	앞마을	뒷동네001	앞마을001	명사	3.59	1.16	반대말
뒷마구리	앞채	뒷마구리001	앞채003	명사	3.73	1.21	반대말
뒷마루	앞마루	뒷마루001	앞마루001	명사	4.04	1.03	반대말
뒷마을	앞동네	뒷마을001	앞동네001	명사	3.88	1.14	반대말
뒷마을	앞마을	뒷마을001	앞마을001	명사	4.01	1.04	반대말
뒷막	앞막	뒷막001	앞막001	명사	3.96	1.08	반대말
뒷맵시	앞맵시	뒷맵시001	앞맵시001	명사	4.01	1.02	반대말
뒷머리	앞머리	뒷머리001	앞머리001	명사	4	1.03	반대말
뒷머리	앞머리	뒷머리003	앞머리003	명사	4.09	1.01	반대말
뒷모습	앞모습	뒷모습001	앞모습001	명사	4.11	1.03	반대말
뒷몸	전반신	뒷몸001	전반신001	명사	3.72	1.17	반대말
뒷몸	앞몸	뒷몸002	앞몸002	명사	3.97	1.09	반대말
뒷무릎	앞무릎	뒷무릎001	앞무릎001	명사	3.81	1.16	반대말
뒷발	앞발	뒷발002	앞발002	명사	4.1	1.02	반대말
뒷발질하다	앞발질하다	뒷발질하다002	앞발질하다002	동사	4.02	1.09	반대말
뒷발치	앞발치	뒷발치001	앞발치001	명사	3.92	1.16	반대말
뒷밭	앞밭	뒷밭001	앞밭001	명사	3.98	0.99	반대말
